Formula,Answer
838299-342546,495753
824620-125606,699014
817800-160773,657027
849599-15235 ,834364
825265-526113,299152
849345-156397,692948
463187-138898,324289
982481-764484,217997
117354-84132 ,33222 
807386-662872,144514
719852-717873,1979  
908556-726087,182469
946121-285178,660943
409739-116723,293016
858259-787787,70472 
900335-261186,639149
371736-321349,50387 
967851-828670,139181
649891-400250,249641
322059-213840,108219
963742-694934,268808
729335-257797,471538
886241-692584,193657
303615-99025 ,204590
873807-548744,325063
665736-593952,71784 
200620-72043 ,128577
399401-260678,138723
655395-389355,266040
684287-615405,68882 
829208-2395  ,826813
592982-341086,251896
365671-6053  ,359618
165247-61856 ,103391
666623-8349  ,658274
781679-32342 ,749337
156439-30855 ,125584
610840-606730,4110  
817402-529705,287697
395955-295757,100198
882790-424228,458562
666903-446245,220658
846940-338249,508691
735828-274820,461008
367413-339232,28181 
911173-647099,264074
863518-282981,580537
970923-786029,184894
783411-283386,500025
897315-44657 ,852658
814533-786035,28498 
797678-18549 ,779129
534730-431931,102799
875964-652766,223198
733286-13152 ,720134
238934-216448,22486 
904277-723533,180744
123565-38757 ,84808 
772077-54816 ,717261
703710-542887,160823
775390-251136,524254
652042-105524,546518
930016-897410,32606 
732153-92529 ,639624
735557-718727,16830 
926690-891098,35592 
652955-584091,68864 
768309-217675,550634
676692-204072,472620
66921-16556  ,50365 
203125-163556,39569 
862489-414491,447998
901464-461837,439627
826316-379966,446350
640710-96964 ,543746
962204-594545,367659
908785-746785,162000
459043-327891,131152
423664-332400,91264 
611772-501982,109790
618042-425342,192700
449229-231224,218005
872791-713640,159151
635257-518236,117021
735347-294176,441171
863194-411286,451908
652151-506167,145984
421171-259835,161336
980366-126902,853464
425494-50998 ,374496
936216-85935 ,850281
213618-118872,94746 
657939-349954,307985
447199-60588 ,386611
859507-269156,590351
862392-260735,601657
165481-57861 ,107620
419503-204708,214795
493834-20318 ,473516
317281-162468,154813
385418-44382 ,341036
978748-461107,517641
907922-861066,46856 
782149-562143,220006
917929-715893,202036
830332-605334,224998
885637-866045,19592 
862860-468909,393951
786979-207853,579126
334867-147710,187157
910665-537157,373508
914223-252036,662187
700314-452214,248100
972126-685036,287090
420384-246544,173840
817649-28493 ,789156
273732-114348,159384
866050-198694,667356
403930-83823 ,320107
762275-173193,589082
834257-76432 ,757825
