Formula,Answer
587*265,155555
629*29 ,18241 
609*526,320334
667*112,74704 
943*52 ,49036 
785*74 ,58090 
897*319,286143
666*324,215784
670*611,409370
895*115,102925
682*107,72974 
536*180,96480 
997*30 ,29910 
414*309,127926
849*670,568830
183*89 ,16287 
882*268,236376
852*48 ,40896 
569*405,230445
852*350,298200
802*342,274284
918*471,432378
601*210,126210
661*14 ,9254  
291*44 ,12804 
316*127,40132 
685*394,269890
329*141,46389 
685*503,344555
791*17 ,13447 
604*381,230124
718*565,405670
361*220,79420 
514*404,207656
272*116,31552 
910*396,360360
798*673,537054
976*651,635376
742*558,414036
390*232,90480 
719*176,126544
933*638,595254
757*403,305071
558*6  ,3348  
899*845,759655
812*686,557032
765*270,206550
644*244,157136
908*521,473068
866*749,648634
363*144,52272 
556*188,104528
734*218,160012
928*94 ,87232 
545*414,225630
700*407,284900
703*19 ,13357 
840*301,252840
597*106,63282 
372*64 ,23808 
692*575,397900
465*461,214365
650*308,200200
947*775,733925
671*580,389180
842*518,436156
177*11 ,1947  
796*600,477600
936*151,141336
528*348,183744
558*30 ,16740 
930*471,438030
71*35  ,2485  
249*113,28137 
954*314,299556
598*570,340860
671*60 ,40260 
643*93 ,59799 
656*577,378512
982*67 ,65794 
668*128,85504 
573*535,306555
483*227,109641
938*231,216678
869*49 ,42581 
824*206,169744
937*898,841426
245*37 ,9065  
703*495,347985
892*349,311308
334*145,48430 
870*30 ,26100 
624*260,162240
340*0  ,0     
617*607,374519
811*647,524717
801*39 ,31239 
910*907,825370
922*884,815048
991*72 ,71352 
715*603,431145
17*16  ,272   
867*692,599964
772*239,184508
330*234,77220 
327*46 ,15042 
798*602,480396
771*161,124131
294*272,79968 
251*49 ,12299 
766*357,273462
891*26 ,23166 
428*183,78324 
729*545,397305
915*231,211365
188*155,29140 
673*597,401781
819*449,367731
901*484,436084
946*433,409618
572*476,272272
739*504,372456
987*775,764925
763*9  ,6867  
763*635,484505
933*311,290163
634*258,163572
809*384,310656
778*520,404560
419*124,51956 
938*80 ,75040 
861*797,686217
749*611,457639
671*235,157685
885*37 ,32745 
529*485,256565
637*179,114023
753*688,518064
538*445,239410
368*64 ,23552 
873*389,339597
933*42 ,39186 
962*768,738816
424*154,65296 
504*405,204120
528*467,246576
990*642,635580
985*603,593955
427*238,101626
921*462,425502
317*32 ,10144 
609*179,109011
474*50 ,23700 
265*137,36305 
740*456,337440
574*214,122836
485*336,162960
569*150,85350 
846*121,102366
550*469,257950
282*16 ,4512  
885*761,673485
771*456,351576
978*91 ,88998 
951*477,453627
797*592,471824
221*40 ,8840  
458*404,185032
197*36 ,7092  
695*278,193210
243*23 ,5589  
357*189,67473 
192*125,24000 
346*242,83732 
802*517,414634
834*95 ,79230 
856*763,653128
898*299,268502
811*351,284661
519*52 ,26988 
546*338,184548
387*174,67338 
617*528,325776
619*132,81708 
460*365,167900
635*84 ,53340 
763*65 ,49595 
943*528,497904
486*382,185652
654*238,155652
892*474,422808
313*11 ,3443  
494*293,144742
682*168,114576
846*572,483912
642*559,358878
923*54 ,49842 
798*286,228228
687*472,324264
832*454,377728
762*694,528828
756*62 ,46872 
319*55 ,17545 
506*263,133078
657*304,199728
419*340,142460
652*141,91932 
812*467,379204
987*624,615888
976*661,645136
828*325,269100
240*89 ,21360 
369*230,84870 
585*290,169650
766*37 ,28342 
436*411,179196
699*219,153081
482*156,75192 
637*244,155428
747*492,367524
967*167,161489
386*377,145522
730*493,359890
366*209,76494 
658*562,369796
890*444,395160
819*286,234234
842*290,244180
711*399,283689
236*129,30444 
626*407,254782
336*119,39984 
532*73 ,38836 
992*881,873952
946*71 ,67166 
454*52 ,23608 
687*389,267243
582*550,320100
930*639,594270
422*41 ,17302 
