Formula,Answer
4071-4067,4   
3146-2668,478 
7870-6380,1490
9601-445 ,9156
6664-5885,779 
7186-831 ,6355
7606-5943,1663
5835-2425,3410
6436-4749,1687
5587-5406,181 
8139-3083,5056
7597-1002,6595
8939-2702,6237
7886-1013,6873
3210-2602,608 
9481-8038,1443
5149-1117,4032
9311-8716,595 
6313-5614,699 
5971-5174,797 
8927-8487,440 
9078-8830,248 
9671-6874,2797
6131-2247,3884
8494-6617,1877
7046-4173,2873
5295-2250,3045
9201-3435,5766
6200-4799,1401
6307-61  ,6246
9327-5444,3883
1905-1305,600 
4641-2364,2277
2432-1766,666 
4312-4119,193 
8368-5249,3119
8500-6148,2352
8082-7359,723 
7895-1444,6451
7627-2389,5238
2544-2511,33  
4178-1513,2665
3999-1452,2547
6995-119 ,6876
7425-2876,4549
7305-5141,2164
3454-2065,1389
6495-1504,4991
8045-2857,5188
4922-4001,921 
1037-787 ,250 
2913-973 ,1940
3348-846 ,2502
9149-2906,6243
8436-4998,3438
4823-860 ,3963
8102-2313,5789
1410-487 ,923 
5302-647 ,4655
4118-2295,1823
6770-4796,1974
6380-2546,3834
7684-1132,6552
3745-3126,619 
4603-242 ,4361
4873-1446,3427
6969-5781,1188
3111-2577,534 
8616-1417,7199
8901-2664,6237
5848-522 ,5326
8762-4509,4253
9676-5389,4287
8028-7626,402 
7340-2297,5043
7120-709 ,6411
6151-3898,2253
5386-5171,215 
4784-1799,2985
4447-2024,2423
5941-1723,4218
9255-3252,6003
2134-707 ,1427
3837-1675,2162
9442-421 ,9021
9206-8341,865 
9556-4170,5386
5577-4123,1454
9299-1006,8293
4603-1524,3079
5114-1203,3911
6627-2790,3837
5938-3512,2426
7303-5438,1865
5914-462 ,5452
4819-3818,1001
6961-4604,2357
3347-1123,2224
2708-2624,84  
8244-1641,6603
5382-1090,4292
7203-801 ,6402
6549-1787,4762
8420-7364,1056
5770-14  ,5756
6708-2849,3859
6753-585 ,6168
5035-4466,569 
6989-1604,5385
5736-546 ,5190
7011-4755,2256
7152-3656,3496
5869-1916,3953
8787-8686,101 
4289-513 ,3776
4357-1308,3049
9783-3774,6009
9787-4336,5451
6037-1730,4307
4465-994 ,3471
9824-6221,3603
3599-423 ,3176
6652-6595,57  
3636-907 ,2729
6187-3138,3049
5840-3740,2100
9372-3189,6183
8413-2348,6065
4227-3837,390 
6644-52  ,6592
3983-3473,510 
1818-196 ,1622
7346-5056,2290
4103-1341,2762
9444-7275,2169
9458-3226,6232
8299-4176,4123
9676-5474,4202
9047-6074,2973
8804-5989,2815
9652-5875,3777
8048-6276,1772
5707-5183,524 
4554-95  ,4459
5490-3844,1646
5177-2283,2894
5698-3314,2384
9782-2723,7059
6482-5106,1376
8660-6031,2629
4445-853 ,3592
8044-6964,1080
9242-8401,841 
4688-1389,3299
9484-4241,5243
7667-4228,3439
9587-5265,4322
9222-3305,5917
4277-1250,3027
4074-3766,308 
8139-2166,5973
9879-2341,7538
2103-421 ,1682
6341-40  ,6301
6978-411 ,6567
5709-5560,149 
6965-5589,1376
7181-5760,1421
7148-6786,362 
8577-1819,6758
9133-719 ,8414
8549-4849,3700
9229-4826,4403
5649-728 ,4921
6390-2146,4244
6822-4751,2071
6833-1399,5434
4815-3812,1003
9536-6581,2955
5937-2950,2987
1644-838 ,806 
8964-6194,2770
8237-750 ,7487
3978-3791,187 
6731-3849,2882
9879-5943,3936
9732-1826,7906
7473-3878,3595
6178-2766,3412
6774-731 ,6043
9239-3968,5271
5338-2006,3332
9656-23  ,9633
4063-2424,1639
9261-4271,4990
6762-2861,3901
4827-3917,910 
6419-164 ,6255
8047-7890,157 
9118-4887,4231
8869-8779,90  
5442-34  ,5408
4094-2296,1798
7413-3213,4200
9643-1281,8362
2481-381 ,2100
4457-4357,100 
2140-1425,715 
6747-4794,1953
3101-2680,421 
1945-479 ,1466
3206-514 ,2692
7611-3545,4066
3992-3729,263 
7253-5698,1555
3779-192 ,3587
4645-2100,2545
6244-2985,3259
963-658  ,305 
7323-6429,894 
8503-5713,2790
9149-2965,6184
9479-3256,6223
7201-2339,4862
8968-7928,1040
6771-273 ,6498
5160-3269,1891
6154-4914,1240
6764-3808,2956
6863-5634,1229
6392-1687,4705
9393-1007,8386
8514-2341,6173
4835-4680,155 
9989-2673,7316
9853-691 ,9162
