Formula,Answer
7786*3423,26651478
9777*7966,77883582
9275*639 ,5926725 
9744*8918,86896992
6396*6141,39277836
4643*829 ,3849047 
5154*1485,7653690 
9158*7329,67118982
3490*1390,4851100 
4074*3759,15314166
3820*1208,4614560 
9575*8090,77461750
3482*1827,6361614 
3629*2154,7816866 
1342*741 ,994422  
8344*4348,36279712
8744*7502,65597488
6294*938 ,5903772 
8527*988 ,8424676 
3459*222 ,767898  
5022*4770,23954940
4328*4059,17567352
8238*3867,31856346
8367*1396,11680332
9153*5117,46835901
5721*5   ,28605   
9016*7638,68864208
5747*2226,12792822
8818*7789,68683402
7970*1311,10448670
7856*7777,61096112
5316*272 ,1445952 
2715*1146,3111390 
8132*1971,16028172
7358*1245,9160710 
8870*1755,15566850
6818*2560,17454080
9414*844 ,7945416 
3999*3444,13772556
8818*8346,73595028
8940*8723,77983620
7190*2199,15810810
3041*2326,7073366 
8443*6915,58383345
9259*7987,73951633
9711*5172,50225292
7394*2487,18388878
2694*1113,2998422 
8034*4800,38563200
5712*580 ,3312960 
9457*7365,69650805
9784*8140,79641760
7206*7001,50449206
9712*2016,19579392
3599*1784,6420616 
3406*2795,9519770 
5938*5085,30194730
1455*51  ,74205   
3190*2894,9231860 
2215*864 ,1913760 
8682*8373,72694386
8618*6632,57154576
7361*3599,26492239
8556*4644,39734064
7768*4645,36082360
6283*5543,34826669
8434*5710,48158140
2688*1521,4088448 
9605*5683,54585215
5641*2888,16291208
9745*2519,24547655
7310*5596,40906760
4324*1651,7138924 
4371*4199,18353829
9980*8950,89321000
7184*2568,18448512
9902*8616,85315632
4403*930 ,4094790 
7226*2639,19069414
1059*480 ,508320  
8573*3685,31591505
4896*1984,9713664 
8506*7848,66755088
8833*952 ,8409016 
6412*3611,23153732
6965*2345,16332925
5132*3220,16525040
5071*791 ,4011161 
7744*2283,17679552
9920*6743,66890560
9469*1928,18256232
6963*5823,40545549
4315*3446,14869490
9260*3773,34937980
4948*3208,15873184
6899*291 ,2007609 
9588*244 ,2339472 
8105*4724,38288020
8721*6888,60070248
7850*4254,33393900
7896*3451,27249096
4180*3025,12644500
7416*1975,14646600
5297*1983,10503951
6869*2496,17145024
8692*4403,38270876
9540*5648,53881920
7161*4302,30806622
9724*7501,72939724
5309*1863,9890667 
6742*6309,42535278
7908*1509,11933172
5100*1217,6206700 
9993*1367,13660431
1987*894 ,1776378 
7471*1005,7508355 
9693*8401,81430893
6656*1213,8073728 
8724*7559,65944716
7537*500 ,3768500 
8605*6144,52869120
9480*2081,19727880
3766*3762,14167692
9631*8419,81083389
4947*222 ,1098234 
3266*2898,9464868 
7984*126 ,1005984 
5737*72  ,413064  
8034*7657,61516338
7393*6515,48165395
4224*151 ,637824  
9400*4007,37665800
9153*4656,42616368
5541*1056,5851296 
4630*2903,13440890
8364*2311,19329204
5994*2397,14367618
3509*1096,3845864 
7452*1180,8793360 
8595*195 ,1676025 
4676*2830,13233080
5278*221 ,1166438 
9559*7635,72982965
5279*267 ,1409493 
2366*1429,3381014 
8701*7687,66884587
6309*4276,26977284
2361*866 ,2044626 
4741*3307,15678487
8805*7486,65914230
5295*2393,12670935
9941*8628,85770948
801*35   ,28035   
4311*1757,7574427 
6315*5120,32332800
8392*558 ,4682736 
2567*2021,5187907 
2594*1905,4941570 
6295*476 ,2996420 
5314*2690,14294660
7037*3078,21659886
4209*1932,8131788 
9784*4597,44977048
4670*3307,15443690
7216*1536,11083776
4150*2935,12180250
9731*6456,62823336
7440*3101,23071440
4937*4876,24072812
7058*3902,27540316
8865*4562,40442130
6645*4014,26673030
6221*5769,35888949
2427*1595,3871065 
6301*1900,11971900
8338*1322,11022836
8848*6168,54574464
1845*1478,2726910 
9276*5091,47224116
5460*432 ,2358720 
9434*9352,88226768
7601*733 ,5571533 
3719*493 ,1833467 
8803*4342,38222626
9080*6235,56613800
3398*1017,3455766 
7404*5761,42654444
9697*7275,70545675
8348*5590,46665320
9131*5779,52768049
8787*952 ,8365224 
3217*1051,3381067 
9293*3262,30313766
451*87   ,39237   
9197*5098,46886306
8886*7783,69159738
3244*536 ,1738784 
5809*5252,30508868
2406*2391,5752746 
7945*4877,38747765
9919*6736,66814384
4731*3850,18214350
9802*9072,88923744
9793*8769,85874817
9986*6401,63920386
5664*628 ,3556992 
7373*3548,26159404
6555*6119,40110045
6705*1931,12947355
9362*3196,29920952
1790*1574,2817460 
9095*4401,40027095
6823*1690,11530870
6902*3011,20781922
5752*4381,25199512
7646*5011,38314106
4797*3766,18065502
9403*2441,22952723
7625*3642,27770250
6564*3456,22685184
9979*7271,72557309
2831*590 ,1670290 
5318*2364,12571752
8737*616 ,5381992 
8506*7166,60953996
8803*4311,37949733
5342*503 ,2687026 
5091*388 ,1975308 
3024*2719,8222256 
