Formula,Answer
861*378,325458
746*282,210372
886*434,384524
418*181,75658 
862*307,264634
907*127,115189
837*302,252774
746*714,532644
329*181,59549 
757*264,199848
926*346,320396
675*601,405675
540*392,211680
844*403,340132
886*844,747784
779*50 ,38950 
779*751,585029
474*418,198132
941*703,661523
808*10 ,8080  
835*60 ,50100 
434*156,67704 
978*552,539856
985*86 ,84710 
583*394,229702
949*214,203086
810*294,238140
679*570,387030
430*110,47300 
645*481,310245
792*100,79200 
703*528,371184
683*573,391359
676*0  ,0     
760*313,237880
325*22 ,7150  
863*857,739591
165*38 ,6270  
951*412,391812
603*166,100098
611*343,209573
592*555,328560
830*152,126160
571*32 ,18272 
726*122,88572 
441*96 ,42336 
458*418,191444
880*175,154000
809*767,620503
416*281,116896
666*340,226440
835*393,328155
920*519,477480
813*790,642270
977*101,98677 
911*872,794392
738*681,502578
635*302,191770
877*156,136812
403*162,65286 
860*312,268320
867*363,314721
605*308,186340
573*327,187371
805*696,560280
669*608,406752
251*80 ,20080 
604*245,147980
936*507,474552
337*155,52235 
838*780,653640
811*136,110296
308*159,48972 
727*114,82878 
698*506,353188
647*214,138458
710*238,168980
944*185,174640
959*172,164948
907*448,406336
126*31 ,3906  
587*553,324611
957*138,132066
743*79 ,58697 
658*359,236222
746*643,479678
817*342,279414
549*99 ,54351 
884*172,152048
865*376,325240
216*192,41472 
705*175,123375
591*386,228126
312*221,68952 
493*153,75429 
903*31 ,27993 
657*367,241119
840*342,287280
773*247,190931
248*149,36952 
781*76 ,59356 
726*518,376068
834*351,292734
331*108,35748 
858*577,495066
879*13 ,11427 
972*710,690120
778*405,315090
806*277,223262
921*23 ,21183 
330*75 ,24750 
947*460,435620
708*697,493476
631*0  ,0     
776*107,83032 
663*189,125307
820*454,372280
829*96 ,79584 
495*88 ,43560 
641*491,314731
199*127,25273 
588*152,89376 
391*185,72335 
727*186,135222
855*796,680580
740*616,455840
890*873,776970
637*467,297479
917*67 ,61439 
874*87 ,76038 
713*254,181102
521*242,126082
897*28 ,25116 
826*694,573244
353*167,58951 
863*423,365049
606*525,318150
583*459,267597
908*316,286928
429*328,140712
510*235,119850
771*128,98688 
723*381,275463
671*185,124135
353*129,45537 
626*47 ,29422 
989*518,512302
275*59 ,16225 
799*536,428264
71*35  ,2485  
778*97 ,75466 
225*64 ,14400 
629*571,359159
906*415,375990
992*143,141856
931*656,610736
850*582,494700
649*641,416009
987*980,967260
477*49 ,23373 
655*391,256105
621*519,322299
838*568,475984
447*137,61239 
604*147,88788 
960*224,215040
647*500,323500
676*133,89908 
909*22 ,19998 
294*224,65856 
252*172,43344 
731*370,270470
945*735,694575
482*434,209188
963*612,589356
553*13 ,7189  
766*34 ,26044 
556*537,298572
293*117,34281 
992*150,148800
849*485,411765
930*162,150660
677*485,328345
456*160,72960 
73*45  ,3285  
983*12 ,11796 
501*24 ,12024 
973*567,551691
353*287,101311
801*8  ,6408  
756*695,525420
783*768,601344
833*321,267393
489*29 ,14181 
438*158,69204 
800*188,150400
969*318,308142
540*214,115560
704*5  ,3520  
597*261,155817
827*274,226598
590*416,245440
256*154,39424 
508*334,169672
374*178,66572 
918*478,438804
967*745,720415
844*656,553664
388*228,88464 
792*82 ,64944 
917*643,589631
995*226,224870
982*703,690346
518*384,198912
862*821,707702
659*95 ,62605 
320*294,94080 
973*446,433958
806*798,643188
342*169,57798 
556*110,61160 
962*583,560846
701*604,423404
404*337,136148
746*85 ,63410 
904*262,236848
924*466,430584
587*56 ,32872 
528*285,150480
567*258,146286
356*194,69064 
956*16 ,15296 
925*850,786250
637*12 ,7644  
624*279,174096
125*105,13125 
644*54 ,34776 
589*291,171399
460*122,56120 
274*12 ,3288  
715*345,246675
880*734,645920
960*279,267840
940*909,854460
876*345,302220
916*11 ,10076 
438*126,55188 
692*315,217980
492*92 ,45264 
773*678,524094
657*139,91323 
978*704,688512
828*165,136620
164*91 ,14924 
565*427,241255
799*319,254881
630*71 ,44730 
902*394,355388
485*49 ,23765 
819*380,311220
353*142,50126 
808*796,643168
338*171,57798 
299*85 ,25415 
399*323,128877
163*6  ,978   
976*672,655872
686*201,137886
843*315,265545
387*20 ,7740  
964*22 ,21208 
601*130,78130 
567*198,112266
813*285,231705
804*652,524208
589*540,318060
923*228,210444
680*323,219640
38*29  ,1102  
939*350,328650
348*249,86652 
773*675,521775
954*368,351072
870*415,361050
755*730,551150
829*101,83729 
799*544,434656
928*176,163328
995*985,980075
956*135,129060
84*47  ,3948  
972*68 ,66096 
731*273,199563
342*270,92340 
910*241,219310
549*40 ,21960 
766*735,563010
508*200,101600
215*38 ,8170  
854*817,697718
993*154,152922
968*820,793760
743*552,410136
592*370,219040
799*706,564094
524*189,99036 
859*446,383114
572*405,231660
362*140,50680 
764*535,408740
353*248,87544 
903*678,612234
949*861,817089
956*503,480868
675*441,297675
780*541,421980
879*184,161736
959*295,282905
964*594,572616
920*594,546480
465*94 ,43710 
489*302,147678
427*7  ,2989  
169*21 ,3549  
93*29  ,2697  
768*456,350208
470*385,180950
745*535,398575
958*376,360208
495*407,201465
224*102,22848 
659*222,146298
834*682,568788
581*455,264355
525*39 ,20475 
961*548,526628
739*357,263823
581*572,332332
887*261,231507
459*173,79407 
904*530,479120
952*518,493136
548*95 ,52060 
827*719,594613
711*191,135801
665*561,373065
621*190,117990
357*106,37842 
985*930,916050
622*97 ,60334 
764*448,342272
734*440,322960
260*57 ,14820 
370*360,133200
926*808,748208
526*514,270364
823*202,166246
760*23 ,17480 
357*345,123165
922*310,285820
976*255,248880
900*637,573300
982*389,381998
733*102,74766 
760*330,250800
756*343,259308
189*120,22680 
741*47 ,34827 
970*322,312340
781*652,509212
695*426,296070
615*427,262605
727*537,390399
717*544,390048
901*479,431579
457*31 ,14167 
733*703,515299
732*145,106140
855*414,353970
477*30 ,14310 
589*77 ,45353 
720*417,300240
155*105,16275 
869*676,587444
887*553,490511
437*87 ,38019 
174*119,20706 
762*532,405384
405*94 ,38070 
485*112,54320 
479*356,170524
902*832,750464
940*797,749180
551*187,103037
453*27 ,12231 
499*29 ,14471 
995*436,433820
499*269,134231
315*167,52605 
574*194,111356
888*478,424464
946*639,604494
958*242,231836
954*109,103986
822*181,148782
456*163,74328 
666*450,299700
861*475,408975
889*267,237363
997*28 ,27916 
779*218,169822
742*324,240408
598*121,72358 
546*520,283920
863*529,456527
510*484,246840
635*451,286385
799*120,95880 
661*652,430972
543*2  ,1086  
302*154,46508 
861*830,714630
434*7  ,3038  
828*48 ,39744 
713*563,401419
465*325,151125
843*58 ,48894 
395*154,60830 
616*419,258104
722*247,178334
901*384,345984
823*663,545649
922*146,134612
964*563,542732
457*376,171832
907*802,727414
193*165,31845 
913*837,764181
391*199,77809 
965*523,504695
307*121,37147 
488*317,154696
737*175,128975
762*66 ,50292 
676*5  ,3380  
501*290,145290
51*2   ,102   
741*695,514995
930*328,305040
595*115,68425 
905*758,685990
668*354,236472
803*394,316382
740*426,315240
704*535,376640
790*298,235420
990*747,739530
948*772,731856
713*501,357213
584*343,200312
910*594,540540
783*288,225504
990*121,119790
548*333,182484
343*335,114905
499*338,168662
396*133,52668 
694*570,395580
715*615,439725
197*148,29156 
622*4  ,2488  
823*818,673214
489*458,223962
835*8  ,6680  
433*347,150251
662*504,333648
678*345,233910
361*333,120213
801*785,628785
948*378,358344
975*454,442650
686*490,336140
795*152,120840
278*253,70334 
550*385,211750
916*428,392048
576*245,141120
435*295,128325
974*653,636022
571*221,126191
552*302,166704
94*57  ,5358  
511*411,210021
919*541,497179
705*127,89535 
712*185,131720
309*235,72615 
774*176,136224
951*918,873018
647*144,93168 
152*63 ,9576  
209*58 ,12122 
686*603,413658
561*489,274329
743*50 ,37150 
692*282,195144
715*701,501215
688*135,92880 
816*795,648720
785*626,491410
284*211,59924 
899*138,124062
719*555,399045
841*558,469278
750*142,106500
345*144,49680 
596*122,72712 
670*57 ,38190 
602*99 ,59598 
937*508,475996
995*965,960175
939*392,368088
722*219,158118
934*529,494086
474*72 ,34128 
629*442,278018
773*113,87349 
817*621,507357
677*390,264030
964*347,334508
904*511,461944
852*589,501828
522*194,101268
683*575,392725
560*411,230160
951*613,582963
446*370,165020
139*51 ,7089  
917*114,104538
534*184,98256 
475*209,99275 
766*526,402916
340*323,109820
789*786,620154
589*111,65379 
736*675,496800
825*655,540375
686*336,230496
593*520,308360
814*711,578754
807*27 ,21789 
408*284,115872
352*218,76736 
491*326,160066
319*244,77836 
570*496,282720
383*313,119879
885*236,208860
954*338,322452
615*267,164205
320*216,69120 
953*682,649946
275*178,48950 
316*279,88164 
996*694,691224
770*750,577500
545*284,154780
429*323,138567
718*601,431518
625*312,195000
973*72 ,70056 
553*441,243873
185*17 ,3145  
841*89 ,74849 
352*194,68288 
826*427,352702
538*184,98992 
726*608,441408
683*85 ,58055 
758*146,110668
897*358,321126
820*308,252560
512*396,202752
458*424,194192
538*463,249094
316*186,58776 
673*281,189113
410*77 ,31570 
648*221,143208
863*104,89752 
817*108,88236 
758*435,329730
790*629,496910
799*421,336379
682*654,446028
598*135,80730 
758*413,313054
607*203,123221
784*211,165424
865*6  ,5190  
802*401,321602
829*500,414500
713*501,357213
726*306,222156
967*559,540553
926*641,593566
994*662,658028
840*139,116760
680*208,141440
875*130,113750
811*52 ,42172 
667*413,275471
493*261,128673
837*563,471231
523*279,145917
657*440,289080
497*69 ,34293 
860*702,603720
952*224,213248
659*416,274144
443*387,171441
620*233,144460
234*114,26676 
259*6  ,1554  
382*43 ,16426 
842*100,84200 
946*571,540166
865*314,271610
923*281,259363
923*80 ,73840 
731*320,233920
635*119,75565 
839*307,257573
892*664,592288
946*668,631928
603*233,140499
947*718,679946
960*460,441600
923*520,479960
304*92 ,27968 
936*635,594360
815*729,594135
969*738,715122
720*329,236880
880*391,344080
645*479,308955
554*417,231018
537*495,265815
819*712,583128
806*804,648024
439*329,144431
904*503,454712
748*356,266288
901*262,236062
465*317,147405
892*347,309524
643*250,160750
938*720,675360
513*385,197505
252*197,49644 
880*41 ,36080 
415*209,86735 
676*57 ,38532 
838*388,325144
372*248,92256 
850*695,590750
665*565,375725
182*147,26754 
777*39 ,30303 
885*339,300015
764*297,226908
991*360,356760
899*582,523218
678*10 ,6780  
489*79 ,38631 
925*161,148925
228*197,44916 
580*546,316680
723*696,503208
906*269,243714
752*506,380512
289*109,31501 
289*60 ,17340 
828*68 ,56304 
334*156,52104 
900*651,585900
631*63 ,39753 
978*697,681666
496*183,90768 
426*211,89886 
609*428,260652
640*1  ,640   
911*461,419971
593*183,108519
881*570,502170
932*254,236728
611*530,323830
395*155,61225 
882*630,555660
655*92 ,60260 
980*533,522340
916*360,329760
338*38 ,12844 
848*221,187408
911*26 ,23686 
157*41 ,6437  
730*576,420480
906*841,761946
335*38 ,12730 
676*278,187928
609*398,242382
611*141,86151 
876*490,429240
273*116,31668 
674*118,79532 
246*127,31242 
333*215,71595 
984*338,332592
926*802,742652
720*204,146880
572*158,90376 
992*24 ,23808 
492*276,135792
671*454,304634
445*128,56960 
688*98 ,67424 
899*840,755160
620*28 ,17360 
615*184,113160
420*395,165900
706*181,127786
576*140,80640 
698*501,349698
993*585,580905
834*343,286062
374*86 ,32164 
807*274,221118
772*222,171384
664*559,371176
678*677,459006
661*316,208876
638*224,142912
959*503,482377
800*298,238400
738*533,393354
812*81 ,65772 
717*475,340575
848*342,290016
955*923,881465
122*97 ,11834 
587*356,208972
793*544,431392
587*224,131488
991*808,800728
149*71 ,10579 
168*120,20160 
789*693,546777
943*635,598805
869*539,468391
718*524,376232
899*424,381176
536*528,283008
590*377,222430
416*306,127296
186*151,28086 
598*350,209300
766*435,333210
711*183,130113
937*924,865788
422*178,75116 
780*639,498420
776*489,379464
683*59 ,40297 
979*547,535513
602*321,193242
220*95 ,20900 
923*66 ,60918 
444*81 ,35964 
673*362,243626
858*813,697554
906*105,95130 
908*850,771800
327*283,92541 
696*292,203232
561*260,145860
913*391,356983
634*583,369622
747*585,436995
377*63 ,23751 
680*463,314840
935*45 ,42075 
837*736,616032
547*278,152066
752*672,505344
810*250,202500
984*212,208608
320*108,34560 
769*500,384500
183*36 ,6588  
617*163,100571
486*359,174474
862*501,431862
896*504,451584
247*66 ,16302 
984*114,112176
907*80 ,72560 
953*802,764306
516*183,94428 
479*268,128372
774*258,199692
882*841,741762
532*258,137256
442*85 ,37570 
646*448,289408
544*268,145792
811*673,545803
702*76 ,53352 
718*184,132112
346*237,82002 
216*135,29160 
748*654,489192
309*124,38316 
824*144,118656
990*138,136620
854*554,473116
918*428,392904
928*230,213440
913*77 ,70301 
994*788,783272
795*737,585915
799*239,190961
796*291,231636
764*614,469096
944*922,870368
812*542,440104
877*385,337645
559*139,77701 
904*547,494488
777*406,315462
277*6  ,1662  
588*67 ,39396 
856*543,464808
784*331,259504
959*936,897624
909*839,762651
782*328,256496
693*420,291060
992*818,811456
435*195,84825 
856*716,612896
671*258,173118
803*800,642400
629*52 ,32708 
650*582,378300
552*506,279312
896*494,442624
842*5  ,4210  
310*28 ,8680  
849*811,688539
830*207,171810
871*192,167232
369*30 ,11070 
873*7  ,6111  
540*518,279720
111*63 ,6993  
678*571,387138
