Formula,Answer
6104*1804,11011616
3670*3572,13109240
5077*4651,23613127
6722*694 ,4665068 
7805*4674,36480570
7773*668 ,5192364 
7903*3889,30734767
6340*4007,25404380
8858*3733,33066914
6014*2849,17133886
4479*1381,6185499 
7423*1520,11282960
8457*658 ,5564706 
1534*1113,1707342 
5601*1325,7421325 
9911*8042,79704262
1401*1213,1699413 
6986*523 ,3653678 
7329*316 ,2315964 
8475*3457,29298075
9533*6459,61573647
5291*21  ,111111  
9932*1916,19029712
1382*776 ,1072432 
9660*4499,43460340
7385*7149,52795365
6584*310 ,2041040 
6740*3304,22268960
5355*5107,27347985
6495*3123,20283885
5638*2659,14991442
9608*6225,59809800
4734*2046,9685764 
7302*4094,29894388
9895*906 ,8964870 
5748*2907,16709436
6859*1070,7339130 
3415*3296,11255840
4982*969 ,4827558 
5272*354 ,1866288 
9153*438 ,4009014 
5473*3659,20025707
5650*2901,16390650
8366*7148,59800168
2903*1783,5176049 
9292*5248,48764416
2344*2033,4765352 
3903*2432,9492096 
4501*3759,16919259
4540*945 ,4290300 
8511*4978,42367758
3488*3288,11468544
7568*4927,37287536
8294*330 ,2737020 
9608*7206,69235248
8634*1869,16136946
2147*614 ,1318258 
9246*8724,80662104
8592*2699,23189808
8412*1646,13846152
4532*1443,6539676 
5623*4188,23549124
9480*3771,35749080
9099*8828,80325972
5903*3454,20388962
7276*5943,43241268
3675*1635,6008625 
9405*5331,50138055
9245*6158,56930710
5628*3502,19709256
4389*1811,7948479 
4747*4328,20545016
7309*4903,35836027
6270*3511,22013970
1611*156 ,251316  
9166*4357,39936262
6698*5476,36678248
7956*7581,60314436
2676*2008,5373408 
7337*711 ,5216607 
9313*4622,43044686
2525*377 ,951925  
8427*656 ,5528112 
1499*1411,2115089 
6213*4319,26833947
6291*2284,14368644
4845*1014,4912830 
1445*100 ,144500  
2720*2065,5616800 
9678*8079,78188562
6617*649 ,4294433 
5931*2578,15290118
9552*8144,77791488
6954*800 ,5563200 
7008*2205,15452640
9557*4101,39193257
8311*8275,68773525
2710*2404,6514840 
8736*7829,68394144
9137*5330,48700210
7686*3446,26485956
3178*1019,3238382 
3924*1923,7545852 
9883*9095,89885885
9186*818 ,7514148 
7313*687 ,5024031 
8873*777 ,6894321 
8517*5675,48333975
9829*6154,60487666
9389*875 ,8215375 
8709*6229,54248361
8872*6399,56771928
4048*686 ,2776928 
6017*512 ,3080704 
5704*5469,31195176
9792*4550,44553600
9195*3823,35152485
6870*4249,29190630
7393*4693,34695349
9690*432 ,4186080 
9205*4367,40198235
6841*4917,33637197
9902*3922,38835644
8810*2845,25064450
1193*604 ,720572  
9168*8085,74123280
3467*1634,5665078 
8446*7884,66588264
7418*3974,29479132
8409*5547,46644723
8958*6887,61693746
8090*6132,49607880
8022*6228,49961016
5464*3000,16392000
3470*2151,7463970 
9274*3468,32162232
3746*1775,6649150 
5491*3244,17812804
9423*7044,66375612
1317*1291,1700247 
7800*3986,31090800
2086*1051,2192386 
1995*1387,2767065 
1962*269 ,527778  
6270*5952,37319040
9279*2389,22167531
6420*4127,26495340
7447*7136,53141792
9339*3292,30743988
5547*2308,12802476
6317*2385,15066045
6892*113 ,778796  
2461*520 ,1279720 
5974*1312,7837888 
1578*867 ,1368126 
4894*1384,6773296 
8695*6430,55908850
4008*1128,4521024 
6493*5528,35893304
6359*5343,33976137
3602*2990,10769980
9094*3032,27573008
6782*3185,21600670
7825*332 ,2597900 
8009*7571,60636139
8716*4117,35883772
9889*1284,12697476
7509*3068,23037612
609*107  ,65163   
7282*13  ,94666   
9851*1273,12540323
7397*3820,28256540
8640*1304,11266560
9889*3616,35758624
5349*5251,28087599
2838*1831,5196378 
5044*3747,18899868
7356*2521,18544476
8034*8018,64416612
8610*7806,67209660
5621*1268,7127428 
7021*3616,25387936
9329*1468,13694972
3363*1723,5794449 
7765*3146,24428690
9869*2955,29162895
4900*2943,14420700
7145*1762,12589490
6179*2614,16151906
8021*1373,11012833
6456*2010,12976560
9758*4240,41373920
5803*2943,17078229
6564*4030,26452920
7883*3476,27401308
6938*5948,41267224
8891*4999,44446109
5234*2709,14178906
5916*4006,23699496
6522*6298,41075556
6965*423 ,2946195 
9947*6789,67530183
7479*1538,11502702
4320*970 ,4190400 
7402*7283,53908766
6637*3499,23222863
7765*6472,50255080
4093*1646,6737078 
6510*2931,19080810
5596*2859,15998964
3689*1636,6035204 
6126*5564,34085064
9626*2549,24536674
5809*1682,9770738 
9368*6300,59018400
5659*515 ,2914385 
6393*865 ,5529945 
2791*2453,6846323 
9043*4319,39056717
7803*6598,51484194
9116*9086,82827976
8756*3222,28211832
8307*7200,59810400
3426*1880,6440880 
2466*595 ,1467270 
7600*2190,16644000
428*272  ,116416  
9129*6465,59018985
8517*6523,55556391
3522*2755,9703110 
7327*5671,41551417
5788*1292,7478096 
7385*609 ,4497465 
7051*1035,7297785 
1344*352 ,473088  
9860*2926,28850360
3441*749 ,2577309 
9530*1496,14256880
9736*4971,48397656
9127*3581,32683787
3768*3444,12976992
8421*3375,28420875
6305*1666,10504130
7240*6998,50665520
3607*624 ,2250768 
7719*1109,8560371 
3275*848 ,2777200 
9491*6703,63618173
4930*4177,20592610
7792*6174,48107808
2552*2358,6017616 
9708*3666,35589528
5770*3920,22618400
5070*4813,24401910
8455*5776,48836080
1307*406 ,530642  
9645*6179,59596455
5137*1957,10053109
9623*4031,38790313
9597*8579,82332663
6992*1186,8292512 
3638*1958,7123204 
6202*2903,18004406
5688*5465,31084920
9172*1451,13308572
969*400  ,387600  
8377*8043,67376211
7107*5172,36757404
7032*192 ,1350144 
9526*2046,19490196
6812*4940,33651280
7886*1831,14439266
6732*2189,14736348
9890*4452,44030280
9304*2658,24730032
2082*237 ,493434  
1511*331 ,500141  
7655*5658,43311990
9296*6752,62766592
8821*3146,27750866
5129*863 ,4426327 
4087*489 ,1998543 
4058*633 ,2568714 
324*165  ,53460   
9992*4888,48840896
8264*3209,26519176
9933*2825,28060725
6807*3135,21339945
6763*1889,12775307
5526*4627,25568802
3574*2736,9778464 
3473*2270,7883710 
9220*1153,10630660
8010*1900,15219000
7114*2446,17400844
9167*5232,47961744
6880*5327,36649760
6603*5794,38257782
2831*737 ,2086447 
9175*2320,21286000
3872*953 ,3690016 
7546*2163,16321998
6590*3954,26056860
3707*353 ,1308571 
9512*1776,16893312
9728*614 ,5972992 
9102*8632,78568464
8339*2933,24458287
4341*1166,5061606 
7419*412 ,3056628 
4951*1006,4980706 
7248*2464,17859072
6413*5967,38266371
9749*1348,13141652
7845*2566,20130270
5531*5106,28241286
9569*5318,50887942
9243*5459,50457537
4923*1789,8807247 
8539*4578,39091542
7688*6100,46896800
8107*4005,32468535
8337*5096,42485352
2858*2170,6201860 
8342*3195,26652690
4413*247 ,1090011 
9796*9276,90867696
7651*6112,46762912
3321*950 ,3154950 
7325*1884,13800300
6887*4804,33085148
7331*6848,50202688
5444*3623,19723612
9454*6827,64542458
6226*392 ,2440592 
5820*513 ,2985660 
8284*6551,54268484
2341*1993,4665613 
9996*4775,47730900
4870*4071,19825770
1335*1151,1536585 
6258*4937,30895746
8409*5297,44542473
4531*1141,5169871 
3656*920 ,3363520 
7381*3400,25095400
8448*2782,23502336
1286*403 ,518258  
7541*193 ,1455413 
9194*4436,40784584
6116*4176,25540416
9640*4769,45973160
4294*1703,7312682 
9844*1718,16911992
884*434  ,383656  
7209*531 ,3827979 
9801*9039,88591239
8249*520 ,4289480 
2320*228 ,528960  
9071*1730,15692830
5310*1164,6180840 
4255*50  ,212750  
7832*3207,25117224
9544*6759,64507896
6114*4133,25269162
9512*3476,33063712
9892*1294,12800248
7644*6907,52797108
9847*9777,96274119
6977*5313,37068801
5424*354 ,1920096 
7097*2836,20127092
7040*5400,38016000
