Formula,Answer
633086-335715,297371 
724823+616306,1341129
902273-6819  ,895454 
370614-23122 ,347492 
666577+109602,776179 
927042+234507,1161549
780364-158678,621686 
522628-59841 ,462787 
559051+506359,1065410
884673+3942  ,888615 
269173-52652 ,216521 
673760-69090 ,604670 
953630-785354,168276 
922284+784929,1707213
740944-286776,454168 
614129-383430,230699 
690014+203054,893068 
832514+767686,1600200
771511+269138,1040649
990210+337950,1328160
864035+860515,1724550
962319+679822,1642141
367885-169906,197979 
960186-564283,395903 
640607+216978,857585 
309891+48923 ,358814 
430501+43723 ,474224 
915756-269326,646430 
746946-222597,524349 
986869+968163,1955032
667208-494843,172365 
847856+110163,958019 
692341+641582,1333923
426743-408213,18530  
454393+142319,596712 
597068-464773,132295 
901519-51885 ,849634 
353835+36123 ,389958 
735850-706116,29734  
521334-189882,331452 
738119-295132,442987 
807672+245625,1053297
968025-175247,792778 
895117-176651,718466 
587899+384148,972047 
773347+418823,1192170
954887-81595 ,873292 
617899-92100 ,525799 
839552-608497,231055 
859491+456921,1316412
372751-234048,138703 
984378-143977,840401 
636282-67538 ,568744 
905652+712190,1617842
946772+398313,1345085
220664-214874,5790   
808613-16129 ,792484 
681393-347622,333771 
640967+524677,1165644
528976-229532,299444 
344924-317034,27890  
497832+301355,799187 
280733-8639  ,272094 
965119-913850,51269  
857450-536233,321217 
763667-148870,614797 
629888+230459,860347 
904244-109384,794860 
443942-370537,73405  
967581+302281,1269862
689101-398587,290514 
739414+547504,1286918
702175-174633,527542 
386869-108646,278223 
431064+104381,535445 
712575-218894,493681 
825944-100463,725481 
190859-77227 ,113632 
787621+120965,908586 
886810-666593,220217 
586227+412113,998340 
464594+408712,873306 
987019-766790,220229 
833481-668802,164679 
913165+288932,1202097
943736-723547,220189 
479015-139292,339723 
931902+647604,1579506
454527+308368,762895 
960906+20309 ,981215 
951978-440421,511557 
656623+18411 ,675034 
442287+287033,729320 
42499-22532  ,19967  
816551-331340,485211 
805863-234557,571306 
580911+43745 ,624656 
879461+458846,1338307
579675-453886,125789 
938199-86890 ,851309 
532393-241998,290395 
896617+639125,1535742
481048-52435 ,428613 
819876-220346,599530 
905292+395872,1301164
676213-530418,145795 
839793+443087,1282880
765964+518186,1284150
387522+6586  ,394108 
298343+15010 ,313353 
255387-195705,59682  
633029+220727,853756 
863502+298055,1161557
706687+652522,1359209
616071+523852,1139923
871381-514484,356897 
196302+93411 ,289713 
907447-559763,347684 
950998-948556,2442   
165279-5924  ,159355 
912487-271991,640496 
930530-195456,735074 
938403-311401,627002 
546959+367441,914400 
506004-295185,210819 
846146-815031,31115  
772638+12445 ,785083 
919018+16351 ,935369 
685873-406211,279662 
149070-66009 ,83061  
459978-249607,210371 
800407-277972,522435 
915871+541969,1457840
511850+176858,688708 
726092+449232,1175324
450003+171903,621906 
585063-192806,392257 
482892+367479,850371 
883142-274962,608180 
468781-389476,79305  
849578-559459,290119 
906541-59615 ,846926 
612856-295378,317478 
927349-321499,605850 
892254+712900,1605154
251879+149729,401608 
857790-631379,226411 
958135-252602,705533 
525273-141873,383400 
543824+505592,1049416
630652+526999,1157651
935051+711133,1646184
998668+124762,1123430
908353+826721,1735074
739467-691408,48059  
784621+736592,1521213
786975+502968,1289943
551426+312709,864135 
836929+22670 ,859599 
460099-57422 ,402677 
760579-607549,153030 
671012-545769,125243 
732381-622957,109424 
582729-492580,90149  
839233+168660,1007893
883453+711758,1595211
921779-847920,73859  
227354+189004,416358 
710243-389834,320409 
453570-158649,294921 
426203+128140,554343 
419776+182441,602217 
553365+485955,1039320
965487+241774,1207261
975739-583733,392006 
741172-465621,275551 
667694-563013,104681 
827716+160747,988463 
203886+190024,393910 
953400-817364,136036 
719055-246367,472688 
289046+206959,496005 
348267-123364,224903 
290802-172224,118578 
734239+343014,1077253
800228+237715,1037943
791282-55943 ,735339 
345861+220494,566355 
779473-662985,116488 
661519+495690,1157209
669773-409083,260690 
846186+793054,1639240
661773-198927,462846 
551847+137071,688918 
524396+176722,701118 
702398-424733,277665 
541050+441740,982790 
706241+511656,1217897
773628+546935,1320563
430260-402114,28146  
342446-93315 ,249131 
664335+432318,1096653
725326-686264,39062  
612383-298073,314310 
565998-203969,362029 
290067+23797 ,313864 
940032+253293,1193325
809179-650494,158685 
954417+706953,1661370
705691-475830,229861 
947885-443335,504550 
968418+308682,1277100
790633-606751,183882 
663108-548569,114539 
771835+53534 ,825369 
708450-367710,340740 
660496+648403,1308899
672236+624915,1297151
958177-15185 ,942992 
746855+46346 ,793201 
863259+791101,1654360
241304+162591,403895 
800157+536202,1336359
833916-284437,549479 
938218+561644,1499862
624624-549   ,624075 
935184-625438,309746 
804027+582704,1386731
845366+185662,1031028
593262-532997,60265  
500863-164039,336824 
999253-435265,563988 
391064+88275 ,479339 
555768-241054,314714 
648960-252455,396505 
553634-177319,376315 
731914-332366,399548 
775026-581208,193818 
933271+433502,1366773
760820+753113,1513933
794808+135929,930737 
769769-617570,152199 
760027-715554,44473  
961190-432091,529099 
906971+750239,1657210
968730-516574,452156 
619811-521004,98807  
903787-64018 ,839769 
898929+616569,1515498
705953-472688,233265 
798739-286660,512079 
192048-23310 ,168738 
751071-247254,503817 
429431+109063,538494 
947350+125756,1073106
873118+63325 ,936443 
930169+382974,1313143
471639+231694,703333 
447427+176153,623580 
716218-102534,613684 
893267+891211,1784478
986011-405973,580038 
896734-688842,207892 
675596-242890,432706 
825719+245517,1071236
706581+183253,889834 
435677-99989 ,335688 
711220+317368,1028588
650209-425798,224411 
887356+54371 ,941727 
422019-12977 ,409042 
783411-52934 ,730477 
307162+227159,534321 
408903-18255 ,390648 
913141-222338,690803 
754765-143004,611761 
869814-430991,438823 
118196+67222 ,185418 
539451+346604,886055 
342864+174766,517630 
970188-363655,606533 
834364+617345,1451709
307385-262251,45134  
790974+348698,1139672
390622+256737,647359 
502340-402966,99374  
322182+179393,501575 
333771-240275,93496  
909754+890258,1800012
567564-96529 ,471035 
944529-757214,187315 
745033+108211,853244 
510929-380385,130544 
963876+133607,1097483
391876-282840,109036 
830273-188415,641858 
362027+194418,556445 
437629-124824,312805 
806249+665315,1471564
98087+96436  ,194523 
701792-270774,431018 
906257+403187,1309444
776226-546707,229519 
491127-467844,23283  
890906-677632,213274 
798075-650321,147754 
674874+573542,1248416
887193-373983,513210 
583950+524230,1108180
837661-484830,352831 
115325-103582,11743  
678142+249025,927167 
685434-314206,371228 
737881-674730,63151  
194475+45486 ,239961 
911086-867468,43618  
200488-41164 ,159324 
389145+36993 ,426138 
428302+64557 ,492859 
681054-105301,575753 
973894-469181,504713 
496016-180656,315360 
566979+92457 ,659436 
542279-122414,419865 
283287-241856,41431  
749238+499032,1248270
662251+81553 ,743804 
735539-552462,183077 
744953+175265,920218 
858854+651162,1510016
957738+644846,1602584
610817-430673,180144 
519268+327784,847052 
918226-18843 ,899383 
804774-180977,623797 
661783-435759,226024 
979161-354292,624869 
770103+587546,1357649
318789+197813,516602 
257019-170093,86926  
582783-310153,272630 
926505+354370,1280875
247803+79652 ,327455 
592645+519134,1111779
708775+554738,1263513
324460+159305,483765 
967238-360211,607027 
688982-492453,196529 
716019+171485,887504 
956478-777554,178924 
792583+168850,961433 
403812-306204,97608  
766394-589028,177366 
151260+65978 ,217238 
564028-478803,85225  
437700-23651 ,414049 
850822-328077,522745 
904610+712416,1617026
776345+518437,1294782
460781+184703,645484 
610626-159531,451095 
827900-732650,95250  
974270-786580,187690 
235541+177661,413202 
542821+156483,699304 
746393+601910,1348303
859984-593398,266586 
863892-589654,274238 
362312+133394,495706 
621627+137155,758782 
287971+72354 ,360325 
350939-232034,118905 
825441+22790 ,848231 
789366+382157,1171523
602686+213303,815989 
799274+646267,1445541
946546-499687,446859 
942112-900382,41730  
920041+12407 ,932448 
855737-9102  ,846635 
778129+586939,1365068
395396+129614,525010 
882252+8992  ,891244 
963177-721663,241514 
916889-412186,504703 
935548+758196,1693744
910497-440578,469919 
263148+120286,383434 
278759-233118,45641  
608155-282410,325745 
679378-199708,479670 
372654-50428 ,322226 
188891-12515 ,176376 
982147-149019,833128 
811689+455055,1266744
689425-364991,324434 
624597-308122,316475 
853154-828065,25089  
696248-578405,117843 
376677-213034,163643 
728345-233931,494414 
958135+122678,1080813
967223-825047,142176 
665771-94643 ,571128 
641811+503764,1145575
879223+617340,1496563
743186-534529,208657 
926003-185576,740427 
721033+309825,1030858
155946+117496,273442 
994647+781540,1776187
818793+703667,1522460
509138+500312,1009450
721528+545391,1266919
370467-140341,230126 
87144-84501  ,2643   
565662+99875 ,665537 
562621-237580,325041 
244363-200466,43897  
440651-262783,177868 
429320-79164 ,350156 
368209+155118,523327 
755605+391581,1147186
909647-672712,236935 
464863+359608,824471 
754099-644107,109992 
532011-154836,377175 
516469-74587 ,441882 
679091-381568,297523 
754481-510275,244206 
610262-5581  ,604681 
908096+199701,1107797
695110-293031,402079 
614614-544157,70457  
844160+808886,1653046
483902+20695 ,504597 
917563-588795,328768 
446803+211733,658536 
415709-34668 ,381041 
921216+799962,1721178
777666+474820,1252486
844325+304680,1149005
918371+801982,1720353
608198-551957,56241  
987030-333029,654001 
195795-13212 ,182583 
879576+797982,1677558
846080+802484,1648564
809488-225981,583507 
165764-54151 ,111613 
476805+259973,736778 
789266+696179,1485445
326105-50042 ,276063 
674668-93797 ,580871 
888340-152368,735972 
899933-531664,368269 
974621+944196,1918817
907202+425017,1332219
985298-379281,606017 
928138+248270,1176408
570164-71622 ,498542 
249886-61748 ,188138 
288865-242225,46640  
946725+680382,1627107
757902-572944,184958 
504746-95052 ,409694 
708978+290538,999516 
945847+906234,1852081
936405+245899,1182304
773519-48554 ,724965 
905415+771205,1676620
251302-228218,23084  
970644-628287,342357 
819011-549131,269880 
280923-218608,62315  
137357+67107 ,204464 
331725-200244,131481 
752939-334550,418389 
816842+650727,1467569
520652-171235,349417 
838321-229439,608882 
727115-341866,385249 
460353+125922,586275 
956310-604496,351814 
294125-267881,26244  
964113-567615,396498 
776171-671611,104560 
615866-546264,69602  
374025-30783 ,343242 
956776-547023,409753 
938029+86041 ,1024070
846148-661369,184779 
647172-495809,151363 
702620+552951,1255571
611320+457534,1068854
626597-414759,211838 
847772+133574,981346 
930804-383483,547321 
619190-181911,437279 
557090-123763,433327 
396087-114349,281738 
749614-691722,57892  
497346+184430,681776 
805043+646732,1451775
915943+824823,1740766
993611-581145,412466 
429649+393692,823341 
987529-45832 ,941697 
616735+127934,744669 
963004-381936,581068 
853470+775634,1629104
719749+598281,1318030
90702-32061  ,58641  
899986+132612,1032598
607194-400524,206670 
565782-371993,193789 
433780+140304,574084 
878500-674030,204470 
815662-750127,65535  
966085+64093 ,1030178
679994-208895,471099 
707409+585159,1292568
454717+361602,816319 
936780-400998,535782 
814478+567895,1382373
794391-303509,490882 
811249+671222,1482471
219517+13546 ,233063 
628172-166288,461884 
555900+540727,1096627
406599+356357,762956 
502469+99645 ,602114 
762494+142825,905319 
346497-189700,156797 
877391+856573,1733964
919231+467207,1386438
648223+163915,812138 
687922-300864,387058 
829853-641141,188712 
939288-903605,35683  
479242-56953 ,422289 
827789+43638 ,871427 
991362+526878,1518240
789388-534363,255025 
945048+352055,1297103
996428+945125,1941553
565168-501954,63214  
882473-329671,552802 
949311-944621,4690   
903313+686145,1589458
730892-648728,82164  
550731+484294,1035025
462766-131152,331614 
772069+678524,1450593
233151-29111 ,204040 
843516-157194,686322 
450078+42847 ,492925 
856697+328733,1185430
706687-339998,366689 
675521+636159,1311680
369397+241396,610793 
921195-177315,743880 
105837+96449 ,202286 
926767-311523,615244 
953865-804620,149245 
719867-588968,130899 
640174+23068 ,663242 
797750+124514,922264 
812697+36834 ,849531 
832474-536677,295797 
880750-242271,638479 
966744+146951,1113695
913025+13842 ,926867 
738343-194838,543505 
649944+425017,1074961
445714+415528,861242 
590721+547419,1138140
566453-43442 ,523011 
991070+770680,1761750
699598-499375,200223 
263966-120852,143114 
407151-168802,238349 
531548+395349,926897 
945430-342146,603284 
212523-49441 ,163082 
906213-424770,481443 
584309+335581,919890 
939002-332888,606114 
686626+36149 ,722775 
279229-107476,171753 
404180+126112,530292 
849224+227303,1076527
849039-361450,487589 
860891-403544,457347 
925380-229656,695724 
639996+180119,820115 
375103+131005,506108 
754521+79138 ,833659 
644385+605911,1250296
919113-145612,773501 
685778+671769,1357547
667363-513661,153702 
499734+495648,995382 
344758+201550,546308 
683071-48584 ,634487 
708556+559624,1268180
679258+558902,1238160
944392+634420,1578812
889366-402569,486797 
872179+774243,1646422
192957+150360,343317 
974815+406308,1381123
946176+351676,1297852
727379-113017,614362 
845830-533114,312716 
830394-810346,20048  
594945-475784,119161 
652908+482445,1135353
551148+23375 ,574523 
722450-229705,492745 
923363+493215,1416578
323344-95950 ,227394 
991375+610599,1601974
106913-54500 ,52413  
875347-574013,301334 
947917+446736,1394653
739782-488651,251131 
812349-283344,529005 
947650+657365,1605015
901087-862045,39042  
789321-527905,261416 
994003-624139,369864 
295471-184498,110973 
899699-736588,163111 
731462+134607,866069 
908345-132080,776265 
520119-440317,79802  
859059-781089,77970  
667266+252562,919828 
679269+130973,810242 
970888+396106,1366994
624518-125744,498774 
648505-617166,31339  
542606+11196 ,553802 
606492-111629,494863 
808982-666426,142556 
282007-77279 ,204728 
667249+523141,1190390
855561-355981,499580 
842015-147415,694600 
724347-38664 ,685683 
330011+205465,535476 
450483+262930,713413 
823906+652748,1476654
302409-174020,128389 
730945-466661,264284 
725559+178439,903998 
708253-461627,246626 
697977+439534,1137511
733353+18157 ,751510 
531875+209286,741161 
696679-580706,115973 
980550+560675,1541225
863237+146174,1009411
927600+249178,1176778
188880+16185 ,205065 
681233+57183 ,738416 
411339+333906,745245 
573346-237499,335847 
905721+764266,1669987
786802-128734,658068 
865998+561010,1427008
994923+121516,1116439
60840-23356  ,37484  
398749-21317 ,377432 
