Formula,Answer
7406+1786,9192 
2381+806 ,3187 
7563+5110,12673
2391-916 ,1475 
5807+2355,8162 
5584+5425,11009
8381-8107,274  
5451-5111,340  
8586+2951,11537
8955-8347,608  
1200+1153,2353 
2589+258 ,2847 
8943-2757,6186 
6394-1294,5100 
5267-950 ,4317 
5909-984 ,4925 
6822-236 ,6586 
8502-8213,289  
9685+3527,13212
7444-804 ,6640 
6198+2798,8996 
3250-45  ,3205 
8301-6992,1309 
7260-5480,1780 
5386-2457,2929 
8276+7740,16016
4229+3922,8151 
6963+3595,10558
7268-4931,2337 
4438+2942,7380 
7207-6569,638  
6113+1233,7346 
5231+3815,9046 
6759+5125,11884
3893+328 ,4221 
8266+4600,12866
8763-1435,7328 
5676+5246,10922
5413-3530,1883 
8303+1340,9643 
9852+6745,16597
9958+6280,16238
3573+2112,5685 
379+81   ,460  
3705+1204,4909 
1009-628 ,381  
8752-3738,5014 
5942-1471,4471 
5215+5079,10294
2964-938 ,2026 
8148-7276,872  
3773-534 ,3239 
7299-6115,1184 
9500-9058,442  
2879+2050,4929 
7452-4547,2905 
6965+1596,8561 
6952-2159,4793 
9193+1150,10343
1252+682 ,1934 
9499-4906,4593 
2821+1508,4329 
9620+716 ,10336
3846+459 ,4305 
9060+1515,10575
8949-6071,2878 
3251-1304,1947 
5043-170 ,4873 
9772+777 ,10549
9453+1049,10502
5328+3599,8927 
2935-1521,1414 
5096+1292,6388 
1459+411 ,1870 
8062-1155,6907 
8332+4909,13241
6114+4361,10475
9136-9120,16   
4504+4480,8984 
9665+3855,13520
8665-5198,3467 
5272+3291,8563 
4035-2315,1720 
9788+7213,17001
6352-3607,2745 
3238+1709,4947 
8644+5928,14572
2130-167 ,1963 
1497-968 ,529  
1841-723 ,1118 
8803+2302,11105
8431-5116,3315 
9088-4446,4642 
4000-2748,1252 
6457-4627,1830 
3740+2714,6454 
4944-1887,3057 
7366+2812,10178
7741+3465,11206
3533-1487,2046 
8684-4161,4523 
3042+2069,5111 
9667+843 ,10510
9576-1207,8369 
7601+5648,13249
5542+4170,9712 
8114+144 ,8258 
6522+3787,10309
7396-494 ,6902 
4081+3016,7097 
7583-4676,2907 
5552+2305,7857 
8802+3667,12469
1554+303 ,1857 
2938-467 ,2471 
7164+6951,14115
6892+328 ,7220 
7376+850 ,8226 
3286+2365,5651 
5283+457 ,5740 
6812+5296,12108
9073+3819,12892
5026+2684,7710 
3064-2250,814  
8463-4212,4251 
9867-2979,6888 
9624-76  ,9548 
8490-7442,1048 
9957+640 ,10597
7236-4093,3143 
9125-3577,5548 
7736+76  ,7812 
8638-3736,4902 
8180-1055,7125 
4618+3005,7623 
8145+5975,14120
6068-5979,89   
9357+8521,17878
9255+4639,13894
5494+2920,8414 
2012+503 ,2515 
2346+326 ,2672 
2040+997 ,3037 
9528-2917,6611 
5027-2565,2462 
4936+3051,7987 
9260+2627,11887
8680-1895,6785 
9424-1045,8379 
9037+3703,12740
6957-5983,974  
3316+1320,4636 
5598-3563,2035 
8457+3180,11637
3892+189 ,4081 
6773+5693,12466
5274-4879,395  
6152+4973,11125
7457+2932,10389
4885-4567,318  
5131+300 ,5431 
7581+5647,13228
2013+1738,3751 
7621-1768,5853 
7825-3053,4772 
6806+5920,12726
4522+4023,8545 
1948-1238,710  
6426-6248,178  
7836-210 ,7626 
8811-5509,3302 
5632+2698,8330 
4877+2487,7364 
6017-3395,2622 
507-306  ,201  
3682-288 ,3394 
6438+2696,9134 
5886-1246,4640 
7047-5191,1856 
7189-793 ,6396 
8164+8046,16210
9269+2352,11621
4753+1431,6184 
7443-1334,6109 
9918-1459,8459 
2943+2046,4989 
9594+7561,17155
2749+1331,4080 
2853+514 ,3367 
6812+2386,9198 
4528+1890,6418 
2897+339 ,3236 
7804-4014,3790 
9859-4795,5064 
2307-874 ,1433 
6889+4020,10909
8367-4314,4053 
8207+6133,14340
7440-1394,6046 
3626-3369,257  
7618-4432,3186 
6662+2764,9426 
2486+926 ,3412 
8333-262 ,8071 
7677+1758,9435 
7936+6935,14871
5101+819 ,5920 
5184+2417,7601 
8547-1166,7381 
7760-4444,3316 
6647-5220,1427 
3966+450 ,4416 
7699-4173,3526 
5744-4111,1633 
7682+5234,12916
7309+3326,10635
7706+7576,15282
9456+1133,10589
8992-401 ,8591 
6879-348 ,6531 
6393-5820,573  
9772-5510,4262 
6475-1189,5286 
7738-3567,4171 
9464+1269,10733
2886-449 ,2437 
8886-6789,2097 
5430+4497,9927 
4822-1189,3633 
8393-4573,3820 
9407+6383,15790
5865+3361,9226 
9679+5954,15633
5161+2555,7716 
9586-7497,2089 
9344+132 ,9476 
4237+129 ,4366 
9976-8482,1494 
1088-143 ,945  
9411+6840,16251
9792+5641,15433
8944-499 ,8445 
9914+2139,12053
5713+1997,7710 
7592-832 ,6760 
9823+2020,11843
3359+908 ,4267 
7249+2687,9936 
8838-3626,5212 
9602-9016,586  
3197+1108,4305 
2953-1880,1073 
7982+4671,12653
8817-3499,5318 
1730-1377,353  
8666+6393,15059
3935-568 ,3367 
1818-1760,58   
8737+4459,13196
7962+2944,10906
5297-4717,580  
9050+2396,11446
6627-5698,929  
4582-3785,797  
9532-1029,8503 
3802-1261,2541 
8148+5829,13977
1068+599 ,1667 
8072-6520,1552 
5310+2820,8130 
5589+2226,7815 
4845-2911,1934 
9379+3285,12664
3454-3083,371  
3871-870 ,3001 
9415-6808,2607 
5840-4332,1508 
5722+22  ,5744 
5042+435 ,5477 
6471-5835,636  
2094+1385,3479 
7393-7197,196  
4858+1221,6079 
7497+1191,8688 
2770+794 ,3564 
9651-9355,296  
6269+5322,11591
8616-3878,4738 
8152+4617,12769
9499-1511,7988 
3382-864 ,2518 
9456-7919,1537 
3451-999 ,2452 
6702-6242,460  
5262-3028,2234 
4462-3313,1149 
3323+2291,5614 
9244+5123,14367
2551-1516,1035 
6838+1451,8289 
9272-3085,6187 
9980-9358,622  
7681+1212,8893 
3262-2811,451  
6875-3211,3664 
6994-3995,2999 
5891+2411,8302 
9725-8711,1014 
2210-1657,553  
3986+1086,5072 
3777-1539,2238 
7650-5275,2375 
8848-1480,7368 
6996-5308,1688 
1900-1856,44   
6705+524 ,7229 
3529-3351,178  
7584-2329,5255 
9893-8186,1707 
3178-2495,683  
8900+6886,15786
9390-3185,6205 
8588+6839,15427
9645+848 ,10493
6708+2815,9523 
4694-827 ,3867 
5937+960 ,6897 
8006-1673,6333 
7948+1652,9600 
5421+3855,9276 
6669-1711,4958 
8257-4438,3819 
7249-774 ,6475 
2837+1773,4610 
2200-1268,932  
9547+343 ,9890 
5379-1114,4265 
8768-1980,6788 
9218+1328,10546
5888+406 ,6294 
9178+7908,17086
8491+349 ,8840 
7401+968 ,8369 
7836-2143,5693 
4862-3755,1107 
8358+4919,13277
3197+3026,6223 
7521+6874,14395
8377+5881,14258
2554-1339,1215 
4700-1020,3680 
6578+174 ,6752 
9267-6169,3098 
2090+54  ,2144 
8287-7816,471  
8831-1884,6947 
6209+792 ,7001 
1823+1302,3125 
9145+3873,13018
2464-1167,1297 
7444-4819,2625 
7806+4203,12009
3349+980 ,4329 
8617+4956,13573
9467-2994,6473 
3646+2366,6012 
5916+210 ,6126 
4771+2798,7569 
9419-7376,2043 
9368-6755,2613 
9811+1678,11489
7683-7483,200  
2460+408 ,2868 
5592-3929,1663 
1748+103 ,1851 
621-191  ,430  
7469+4962,12431
8864-369 ,8495 
2281+540 ,2821 
6450+620 ,7070 
9244+6550,15794
9309+6257,15566
8357+8157,16514
4594-2073,2521 
8163-4840,3323 
4708-3487,1221 
1863-1789,74   
6573-832 ,5741 
5989+2195,8184 
5092+3931,9023 
9836-8281,1555 
3668-3603,65   
7551-4021,3530 
7721-2336,5385 
3456-1100,2356 
6626-3315,3311 
9415+4987,14402
6404+5291,11695
9131-8394,737  
9848+1438,11286
8296-7621,675  
3108-769 ,2339 
9863-7066,2797 
3555-1238,2317 
2720-962 ,1758 
5709+916 ,6625 
6608-3560,3048 
7405+5891,13296
9856-1257,8599 
7920+5407,13327
8802-1763,7039 
6109-5575,534  
8713+59  ,8772 
3514+2200,5714 
1346+286 ,1632 
6061-80  ,5981 
9673-1296,8377 
4829-189 ,4640 
6914-6177,737  
5366-3616,1750 
8021+7675,15696
6689-1789,4900 
8563+1479,10042
7860-7047,813  
3555+644 ,4199 
574+428  ,1002 
7438+2901,10339
6602+5515,12117
3316-2021,1295 
3699+1070,4769 
6890+6303,13193
8824-1203,7621 
8525+3386,11911
9515+4930,14445
6148-4734,1414 
3861-258 ,3603 
7495-5002,2493 
8684-3473,5211 
5296+1400,6696 
3250-1798,1452 
9768-211 ,9557 
691-608  ,83   
