Formula,Answer
9473-8074,1399
6167-3624,2543
9694-434 ,9260
3444-2169,1275
7777-754 ,7023
3891-378 ,3513
7366-28  ,7338
7482-1522,5960
8833-1787,7046
9918-5445,4473
7706-5859,1847
3585-2939,646 
8800-3644,5156
7077-6764,313 
6609-1905,4704
7255-1254,6001
9412-6991,2421
7890-7307,583 
9446-4937,4509
1960-1282,678 
9214-3211,6003
5994-1311,4683
6341-5775,566 
8073-8043,30  
4812-824 ,3988
5954-5114,840 
2855-241 ,2614
9185-2012,7173
6781-1789,4992
7409-5584,1825
6483-5049,1434
4948-309 ,4639
8423-99  ,8324
6939-5106,1833
8859-1259,7600
7238-4904,2334
7282-4633,2649
8645-1829,6816
7737-1655,6082
7675-1683,5992
5924-5871,53  
7872-6153,1719
7214-4147,3067
8980-6002,2978
2638-849 ,1789
5110-2253,2857
6127-808 ,5319
2083-1957,126 
6357-3996,2361
9190-7187,2003
8827-8286,541 
5762-1295,4467
5270-313 ,4957
8888-4214,4674
7169-3622,3547
8496-5222,3274
8555-3226,5329
7438-7105,333 
8408-3485,4923
6274-4269,2005
8988-3710,5278
4820-3262,1558
2697-841 ,1856
9935-3382,6553
5756-859 ,4897
4846-2278,2568
8413-2429,5984
9898-1636,8262
8050-3517,4533
7156-6763,393 
9844-9048,796 
9044-4490,4554
9292-460 ,8832
5284-4905,379 
1042-789 ,253 
8519-2116,6403
7822-4478,3344
9392-2234,7158
5393-2521,2872
8741-6656,2085
5888-5188,700 
8812-2726,6086
7293-705 ,6588
5816-3059,2757
7703-1432,6271
6789-2612,4177
8960-3598,5362
7480-4934,2546
6658-5818,840 
5130-3636,1494
6027-662 ,5365
5420-2486,2934
5422-194 ,5228
8320-3205,5115
9934-7990,1944
7499-4503,2996
4694-4096,598 
7551-4473,3078
6937-2241,4696
7124-1553,5571
6864-3597,3267
895-478  ,417 
4488-2275,2213
7975-5496,2479
9032-7210,1822
9596-7037,2559
5672-2612,3060
8215-6355,1860
6693-1142,5551
4222-3622,600 
9432-8004,1428
9442-2910,6532
7193-3507,3686
8889-252 ,8637
1766-687 ,1079
9953-972 ,8981
8264-7789,475 
6689-2979,3710
4989-1397,3592
8827-7852,975 
8556-2994,5562
8005-3872,4133
4919-4845,74  
7180-4703,2477
6080-3070,3010
5727-298 ,5429
4913-1046,3867
3282-1582,1700
6051-1990,4061
9743-3056,6687
9651-507 ,9144
9603-2156,7447
4979-53  ,4926
6497-90  ,6407
8908-4031,4877
6134-2306,3828
7747-5187,2560
9419-5284,4135
2421-2146,275 
5689-2023,3666
2638-341 ,2297
7706-5209,2497
5629-364 ,5265
3762-2405,1357
8259-3290,4969
6890-5877,1013
5787-3955,1832
7056-1795,5261
8612-4051,4561
3191-2989,202 
2922-1713,1209
9683-1292,8391
8585-1975,6610
9387-4325,5062
8914-1822,7092
6568-1400,5168
3673-2897,776 
4371-3434,937 
8200-7693,507 
4362-779 ,3583
7535-2321,5214
7062-6759,303 
8850-2374,6476
9619-7636,1983
3066-2564,502 
8781-8146,635 
4320-1647,2673
8727-2865,5862
8750-7001,1749
6896-646 ,6250
9975-6375,3600
7825-1248,6577
9800-6882,2918
5427-1586,3841
2495-1796,699 
9131-44  ,9087
1951-1908,43  
7416-7276,140 
6789-2905,3884
8497-8436,61  
7855-1675,6180
2177-1011,1166
8797-3673,5124
9895-5261,4634
1171-768 ,403 
7495-6395,1100
7771-6391,1380
8290-2897,5393
6595-2231,4364
8550-7781,769 
5022-84  ,4938
7376-4847,2529
1945-750 ,1195
6243-1055,5188
3535-2346,1189
7439-6361,1078
7265-792 ,6473
2530-370 ,2160
8543-7473,1070
4860-2390,2470
9894-4463,5431
1416-443 ,973 
8366-8352,14  
4495-2934,1561
4511-3053,1458
6150-63  ,6087
7634-2660,4974
9699-3203,6496
6972-1573,5399
4498-813 ,3685
9614-3127,6487
9230-92  ,9138
7561-27  ,7534
5347-3925,1422
3321-1393,1928
5036-1006,4030
9272-6204,3068
5822-3860,1962
3094-15  ,3079
2225-207 ,2018
9641-38  ,9603
6473-1606,4867
7118-3480,3638
8207-6562,1645
7344-980 ,6364
8471-4649,3822
8521-646 ,7875
9156-7228,1928
1847-41  ,1806
8932-4172,4760
4716-4411,305 
6515-2684,3831
4374-519 ,3855
5048-3127,1921
8335-6783,1552
7642-4971,2671
6035-1516,4519
7367-5756,1611
6286-1494,4792
4129-3250,879 
7476-4472,3004
2958-2692,266 
7558-774 ,6784
6944-89  ,6855
8861-1066,7795
8549-190 ,8359
5922-2061,3861
5256-5126,130 
4692-3861,831 
8897-7263,1634
6959-4102,2857
3482-982 ,2500
5637-1124,4513
8683-5573,3110
5986-867 ,5119
9855-7493,2362
4721-845 ,3876
7133-3687,3446
8542-1495,7047
8446-5018,3428
4822-2221,2601
8610-5244,3366
1286-949 ,337 
7392-4238,3154
2447-1896,551 
5770-738 ,5032
6640-5154,1486
7870-452 ,7418
3235-3016,219 
9366-5752,3614
2816-676 ,2140
9557-8453,1104
7309-7042,267 
6272-5487,785 
8451-5166,3285
8598-838 ,7760
9149-3902,5247
6217-702 ,5515
6535-6436,99  
5636-1821,3815
8879-7853,1026
8704-6212,2492
9676-9266,410 
2229-1409,820 
5995-5785,210 
7429-7212,217 
5139-863 ,4276
8015-539 ,7476
3347-179 ,3168
9929-922 ,9007
8076-4872,3204
4685-3334,1351
6826-4998,1828
4965-3048,1917
7727-1204,6523
3996-3380,616 
7807-3512,4295
4559-3695,864 
6755-3926,2829
5379-2798,2581
8028-4650,3378
5154-3644,1510
8261-3152,5109
1435-377 ,1058
6978-2815,4163
7655-552 ,7103
7014-967 ,6047
607-388  ,219 
4111-1043,3068
3394-2600,794 
4944-3741,1203
5616-30  ,5586
2126-1508,618 
7412-1876,5536
6704-5630,1074
3985-2364,1621
8501-6023,2478
9090-3764,5326
3920-2770,1150
7253-687 ,6566
7955-3142,4813
4664-1386,3278
7256-2304,4952
5282-2512,2770
9853-7984,1869
5811-1941,3870
1407-49  ,1358
7253-3800,3453
3311-2843,468 
7886-4270,3616
3848-2762,1086
4863-2537,2326
7215-3160,4055
4254-121 ,4133
5328-2288,3040
6187-5783,404 
5264-2192,3072
5038-4828,210 
8341-80  ,8261
2505-212 ,2293
9725-1408,8317
5313-4932,381 
2472-1244,1228
9952-2066,7886
7287-5622,1665
5545-4588,957 
4035-405 ,3630
9959-9054,905 
5625-2660,2965
5639-1783,3856
9557-2213,7344
9445-390 ,9055
6037-4422,1615
5663-3102,2561
9245-6718,2527
6123-2287,3836
9539-9126,413 
4720-1855,2865
5564-2198,3366
4600-1049,3551
9437-1267,8170
7245-3185,4060
8624-1596,7028
6657-4447,2210
4234-2979,1255
6970-6180,790 
4296-3810,486 
7133-3211,3922
1953-90  ,1863
9859-3588,6271
3423-2133,1290
5015-2363,2652
6212-596 ,5616
7389-5042,2347
6114-3532,2582
7719-6498,1221
9414-3805,5609
6962-2457,4505
6832-5210,1622
9436-253 ,9183
8235-3744,4491
8667-2401,6266
5382-2834,2548
7864-6954,910 
7476-2210,5266
4425-1519,2906
8218-8154,64  
8675-1410,7265
8856-3057,5799
6031-5456,575 
9124-7322,1802
5298-4488,810 
9873-4327,5546
7509-861 ,6648
5801-370 ,5431
6716-6460,256 
8170-5457,2713
5303-1137,4166
4836-810 ,4026
7513-4394,3119
7037-6105,932 
9653-2261,7392
5503-4172,1331
6036-3452,2584
6188-1728,4460
7560-4289,3271
4762-4588,174 
7521-5458,2063
2394-320 ,2074
5018-3726,1292
8071-3863,4208
8830-7705,1125
5358-4241,1117
9184-3200,5984
9824-5405,4419
8676-324 ,8352
7963-7471,492 
5996-3227,2769
5375-97  ,5278
6828-1433,5395
7306-1801,5505
3507-681 ,2826
4969-3373,1596
5031-3080,1951
1540-101 ,1439
9240-5022,4218
4364-3035,1329
2112-799 ,1313
9680-652 ,9028
4599-4539,60  
5144-4677,467 
3240-2862,378 
5738-3626,2112
8780-1572,7208
4677-1445,3232
5565-4747,818 
7499-4816,2683
7952-6757,1195
5362-1556,3806
3252-46  ,3206
9011-2366,6645
8491-7539,952 
8869-7655,1214
9951-4797,5154
4702-2097,2605
5232-2185,3047
8435-2061,6374
6755-4152,2603
6995-1785,5210
5814-3363,2451
6692-4750,1942
7471-6754,717 
5364-5222,142 
7213-4572,2641
8787-1432,7355
9641-4082,5559
7753-2877,4876
1991-360 ,1631
8604-6208,2396
9123-6479,2644
2552-95  ,2457
5822-3004,2818
7484-6017,1467
5470-3553,1917
4742-2036,2706
3566-1809,1757
8568-7738,830 
5170-2598,2572
1885-565 ,1320
3617-2479,1138
9230-6715,2515
9261-7490,1771
6492-4489,2003
3527-3115,412 
6870-5945,925 
4474-70  ,4404
9703-393 ,9310
6574-1541,5033
8005-4407,3598
9443-6090,3353
7294-258 ,7036
8932-8206,726 
6002-401 ,5601
4369-1179,3190
4873-3086,1787
8647-5722,2925
8221-8060,161 
4273-3022,1251
6868-3940,2928
2582-892 ,1690
6145-5005,1140
3902-3253,649 
5869-3224,2645
4765-2503,2262
9763-5983,3780
8224-1862,6362
4097-1191,2906
7018-446 ,6572
8094-8032,62  
7577-2560,5017
4809-3813,996 
9513-8985,528 
4746-2235,2511
4176-3748,428 
7265-1066,6199
5622-1821,3801
9994-9841,153 
9179-6365,2814
6027-4710,1317
7325-4303,3022
8546-5664,2882
6207-1908,4299
9225-1842,7383
6863-4050,2813
9272-8704,568 
3527-97  ,3430
6195-2225,3970
6421-5077,1344
5928-2883,3045
5052-3704,1348
9764-4353,5411
3113-2275,838 
9788-3279,6509
8386-2056,6330
2825-180 ,2645
9599-899 ,8700
4538-1541,2997
7542-4557,2985
8612-567 ,8045
2650-1619,1031
5571-4530,1041
4317-3845,472 
4966-2341,2625
2154-1834,320 
7801-2799,5002
9238-1893,7345
9612-6330,3282
8377-676 ,7701
6913-431 ,6482
3721-2375,1346
4439-1010,3429
4480-2072,2408
8583-6371,2212
9959-1641,8318
7406-3475,3931
7122-726 ,6396
6249-332 ,5917
9954-4162,5792
7374-3151,4223
8674-4926,3748
7412-5569,1843
5523-2384,3139
9369-1224,8145
8113-988 ,7125
7386-1766,5620
7709-5172,2537
7689-5542,2147
3680-2827,853 
5298-1847,3451
5110-617 ,4493
6087-3172,2915
8759-884 ,7875
7174-5001,2173
9901-149 ,9752
7010-2183,4827
7598-6460,1138
7844-6456,1388
4872-1039,3833
7525-3041,4484
2083-958 ,1125
4162-958 ,3204
5162-2070,3092
7445-4085,3360
1030-485 ,545 
6430-5761,669 
7278-1505,5773
9925-7626,2299
9404-1195,8209
5066-2690,2376
4589-1786,2803
7919-873 ,7046
4681-2328,2353
8840-8026,814 
6653-1924,4729
8069-6119,1950
3140-2982,158 
9411-2582,6829
5704-4980,724 
9959-450 ,9509
3543-2702,841 
4150-1676,2474
9276-7139,2137
1992-204 ,1788
9441-5338,4103
7214-3122,4092
9941-6382,3559
8103-1346,6757
8617-7749,868 
5375-2587,2788
6589-331 ,6258
8467-7698,769 
6483-2774,3709
5946-4361,1585
9962-9476,486 
8963-5526,3437
9434-1121,8313
5923-3135,2788
5883-281 ,5602
7583-6853,730 
7782-2165,5617
8574-782 ,7792
8213-5387,2826
3467-1089,2378
2718-1659,1059
6459-815 ,5644
9444-2000,7444
2961-297 ,2664
1485-457 ,1028
8486-6110,2376
8840-7847,993 
8951-5886,3065
4159-3684,475 
5662-2731,2931
2336-745 ,1591
7915-2944,4971
4507-3082,1425
8054-3438,4616
6182-1440,4742
9975-5334,4641
4246-145 ,4101
6180-1020,5160
5883-3765,2118
6631-4822,1809
5131-4008,1123
4558-2748,1810
9124-8358,766 
6474-1015,5459
5313-4927,386 
8808-7148,1660
8682-4656,4026
5805-1294,4511
7092-149 ,6943
7592-6320,1272
1248-425 ,823 
7583-5734,1849
8268-3013,5255
3795-2613,1182
7931-3532,4399
9975-119 ,9856
9272-3541,5731
4235-1135,3100
9653-4264,5389
6014-2241,3773
9520-5961,3559
7693-5768,1925
9587-6187,3400
2925-265 ,2660
9778-3434,6344
6995-342 ,6653
4902-2382,2520
7257-6967,290 
8684-2857,5827
9119-7732,1387
8502-1291,7211
8915-451 ,8464
6327-861 ,5466
8200-7966,234 
9547-5773,3774
4995-909 ,4086
3683-2289,1394
9630-4654,4976
4457-2094,2363
2719-1835,884 
7701-533 ,7168
4186-381 ,3805
4178-808 ,3370
6653-5291,1362
6622-2677,3945
7048-846 ,6202
8330-5414,2916
8585-5533,3052
4688-2338,2350
2790-1302,1488
9684-7748,1936
9752-3345,6407
9847-9169,678 
9843-1731,8112
7103-1177,5926
4825-4430,395 
9718-1014,8704
8277-2046,6231
2991-2553,438 
6693-2468,4225
9847-4285,5562
9623-7328,2295
7287-3119,4168
9059-6386,2673
8775-8522,253 
6667-1091,5576
5729-715 ,5014
9157-3024,6133
5175-1188,3987
5536-2852,2684
5762-4338,1424
2884-1676,1208
9634-4694,4940
6729-280 ,6449
3497-191 ,3306
9596-637 ,8959
8803-7719,1084
5788-5136,652 
9982-719 ,9263
8994-7788,1206
9117-3218,5899
7650-4106,3544
2481-1300,1181
4498-4349,149 
7074-7029,45  
5896-3780,2116
1620-875 ,745 
3036-145 ,2891
5775-3495,2280
6051-5166,885 
2894-656 ,2238
3749-2876,873 
8036-7364,672 
3028-1574,1454
8184-5359,2825
4000-14  ,3986
6917-3908,3009
9866-5665,4201
7032-4895,2137
5219-2142,3077
6498-2999,3499
9097-7962,1135
5096-2589,2507
7594-1305,6289
9128-8951,177 
9900-842 ,9058
9517-5453,4064
922-706  ,216 
4733-733 ,4000
8359-7372,987 
9782-2563,7219
4782-772 ,4010
9015-7415,1600
7767-2661,5106
4686-713 ,3973
4135-145 ,3990
5475-5010,465 
6065-4013,2052
9760-2032,7728
7292-3285,4007
7773-5771,2002
3376-503 ,2873
4921-2203,2718
9667-8895,772 
7377-4946,2431
6773-3838,2935
6953-6102,851 
9923-567 ,9356
6607-2354,4253
8641-2254,6387
5541-2329,3212
8427-1112,7315
6751-4406,2345
1035-643 ,392 
7203-3118,4085
5131-1620,3511
6534-5109,1425
4997-1830,3167
7686-5345,2341
6340-3166,3174
9375-719 ,8656
5664-3252,2412
8756-5897,2859
7916-6126,1790
9735-8461,1274
8533-4425,4108
5859-4265,1594
8439-1728,6711
7277-939 ,6338
9881-5687,4194
9763-5717,4046
4300-1790,2510
4411-2814,1597
7765-329 ,7436
5848-4024,1824
6780-2036,4744
7873-7534,339 
9182-2093,7089
7768-1824,5944
8253-3571,4682
9326-2818,6508
3988-1494,2494
4406-3543,863 
8176-7609,567 
1064-644 ,420 
4794-3901,893 
8199-6448,1751
1925-1117,808 
5280-2238,3042
9363-5366,3997
7867-4759,3108
6069-4166,1903
9587-7770,1817
7840-4823,3017
9327-7030,2297
6534-2585,3949
8654-1993,6661
2754-209 ,2545
2816-1905,911 
3185-800 ,2385
9579-1116,8463
8559-5419,3140
3537-1516,2021
9230-5643,3587
5022-3845,1177
9114-5453,3661
6683-6500,183 
3341-1338,2003
7765-5040,2725
6066-1657,4409
2939-1377,1562
8551-3436,5115
9418-9329,89  
3230-15  ,3215
1662-133 ,1529
7445-3748,3697
9269-7487,1782
3860-3319,541 
8526-1617,6909
6021-1576,4445
8186-6115,2071
5067-1062,4005
7309-5635,1674
9564-3095,6469
8759-6302,2457
9128-4584,4544
9333-4804,4529
8381-2653,5728
6935-4378,2557
7488-1958,5530
9237-4288,4949
9985-8399,1586
4934-3005,1929
4498-734 ,3764
4093-1979,2114
8467-8416,51  
3580-1132,2448
1245-1198,47  
4936-3642,1294
9250-1854,7396
5862-3227,2635
3419-2549,870 
6630-6456,174 
3694-758 ,2936
7151-6591,560 
8329-5161,3168
9829-7121,2708
6346-3509,2837
9406-8951,455 
9389-9049,340 
6895-1063,5832
1707-812 ,895 
9361-4157,5204
5268-1814,3454
8995-5523,3472
5032-2671,2361
4562-2131,2431
3640-333 ,3307
9273-552 ,8721
4920-1579,3341
4889-4664,225 
4556-3498,1058
5380-3398,1982
4365-3707,658 
7703-2737,4966
7926-2478,5448
2486-39  ,2447
2203-65  ,2138
9120-8221,899 
4072-775 ,3297
7806-5247,2559
6883-5279,1604
